user_id,pss_q1,pss_q2,pss_q3,pss_q4,pss_q5,pss_q6,pss_q7,pss_q8,pss_q9,pss_q10,total_pss,heart_rate,hrv_sdnn,sleep_hours,sleep_efficiency,physical_activity_min,work_hours,screen_time_hours,breaks_per_day,sentiment_score,anxiety_score,stress_level
USR-2481,1,2,1,3,0,3,1,2,0,4,21,83.1,50.8,6.0,79.6,40.0,8.9,5.4,3.0,-0.0,6.2,2
USR-2482,2,2,2,3,3,0,3,3,0,1,11,67.6,73.1,7.6,83.5,53.0,7.6,4.3,4.0,0.19,3.8,0
USR-2483,0,3,2,1,0,2,4,0,3,2,23,81.5,32.1,6.4,69.9,45.0,8.1,6.8,2.0,-0.17,7.1,3
USR-2484,2,1,2,0,3,2,1,3,1,3,20,77.6,69.5,7.9,76.8,38.0,10.3,5.4,3.0,0.12,4.6,1
USR-2485,2,3,3,4,4,3,1,3,4,2,21,76.0,52.8,8.1,70.4,24.0,9.9,3.5,3.0,0.1,5.9,1
USR-2486,2,0,2,0,2,4,4,4,2,1,17,76.3,66.1,8.0,79.1,58.0,9.7,6.6,2.0,0.2,3.1,0
USR-2487,3,2,4,4,3,2,1,3,2,2,20,81.4,54.5,6.7,80.9,28.0,7.5,4.5,3.0,-0.09,3.8,1
USR-2488,2,3,3,3,1,4,2,3,2,3,24,80.1,53.9,7.3,82.6,21.0,11.0,6.2,4.0,-0.66,5.9,2
USR-2489,2,3,3,2,2,2,1,4,3,2,22,76.9,33.9,7.1,70.1,32.0,10.5,4.4,3.0,-0.42,5.2,2
USR-2490,1,1,1,1,4,0,4,3,2,4,13,69.7,60.7,7.3,81.0,41.0,7.7,4.1,2.0,0.21,4.6,0
USR-2491,2,3,2,0,1,1,4,2,1,2,20,66.0,61.8,8.4,74.4,38.0,10.1,5.1,5.0,0.07,6.2,1
USR-2492,1,3,2,1,1,2,3,4,4,3,22,80.7,54.8,6.0,76.9,34.0,9.6,5.9,2.0,-0.14,6.7,2
USR-2493,0,3,3,1,2,2,2,3,2,1,19,70.6,43.2,7.3,70.1,55.0,6.9,4.5,3.0,-0.11,5.5,1
USR-2494,3,3,4,3,3,0,2,2,0,2,18,78.9,58.0,7.6,73.9,45.0,8.5,7.2,4.0,0.12,5.3,1
USR-2495,3,3,0,1,2,2,1,3,2,3,22,78.8,46.0,6.3,67.0,25.0,8.7,5.8,2.0,-0.08,4.6,1
USR-2496,3,2,0,2,4,2,4,4,3,1,13,71.9,56.5,7.8,75.1,37.0,8.1,5.5,2.0,0.11,4.9,0
USR-2497,2,1,4,3,0,1,4,4,1,3,17,78.4,46.6,7.8,75.9,36.0,9.8,5.1,4.0,-0.23,5.6,1
USR-2498,2,1,1,2,2,2,2,4,3,1,16,69.4,64.9,7.3,88.4,37.0,6.4,6.0,4.0,-0.05,3.3,0
USR-2499,4,2,3,0,3,4,3,2,3,1,25,83.7,57.7,6.7,75.0,26.0,9.2,4.0,2.0,0.04,6.7,2
USR-2500,2,3,2,0,1,2,1,2,3,2,26,84.1,64.5,6.3,72.8,18.0,8.9,5.5,3.0,-0.37,6.1,2
USR-2501,2,2,3,0,3,3,2,1,2,3,25,81.0,37.0,7.0,80.0,35.0,8.8,5.6,2.0,-0.02,7.8,3
USR-2502,0,2,1,3,1,3,3,1,4,1,19,72.0,62.4,6.7,79.7,33.0,7.9,4.8,3.0,0.31,4.3,1
USR-2503,2,0,1,2,0,2,2,4,1,4,18,78.7,64.2,6.7,80.9,28.0,8.8,5.8,3.0,-0.1,4.9,1
USR-2504,2,2,2,3,1,1,2,2,3,1,19,80.1,51.6,6.9,75.4,44.0,9.5,6.0,4.0,-0.06,5.2,1
USR-2505,2,2,4,2,4,2,0,3,2,1,20,78.1,47.7,7.7,73.8,48.0,9.4,5.4,3.0,0.2,5.2,1
USR-2506,3,3,2,2,2,3,3,3,3,1,21,73.0,45.1,5.3,69.7,33.0,9.4,5.6,4.0,0.22,7.2,3
USR-2507,2,0,2,2,3,2,4,3,0,1,11,67.0,62.0,6.8,80.7,69.0,8.4,6.8,5.0,0.14,4.7,0
USR-2508,3,3,3,3,2,1,4,1,0,0,16,73.7,61.6,8.9,78.6,69.0,11.3,5.3,4.0,-0.2,3.1,0
USR-2509,3,4,4,1,3,1,3,2,3,3,25,85.3,59.6,6.5,75.0,38.0,9.9,3.9,2.0,0.1,6.7,2
USR-2510,3,1,3,1,2,4,2,2,2,2,24,73.1,58.8,6.1,73.8,27.0,10.8,6.8,3.0,-0.0,6.1,2
USR-2511,3,2,4,2,4,2,1,2,2,2,22,76.4,39.6,7.2,73.7,38.0,10.5,6.3,4.0,0.02,6.3,1
USR-2512,4,0,0,2,3,3,4,4,3,4,17,72.9,52.4,6.4,74.7,26.0,10.7,6.3,3.0,0.27,4.8,1
USR-2513,0,3,1,2,3,2,3,3,3,2,16,73.6,70.4,5.4,82.0,32.0,9.1,5.6,2.0,-0.12,3.7,0
USR-2514,1,2,3,3,0,4,3,2,1,1,20,71.0,49.2,7.0,74.5,17.0,8.0,4.6,3.0,0.08,4.4,1
USR-2515,0,2,3,2,2,2,3,4,1,1,14,71.2,62.0,6.7,83.3,37.0,8.5,5.6,2.0,0.12,3.7,0
USR-2516,3,2,2,3,2,2,4,2,4,1,19,75.1,42.6,6.9,68.2,24.0,9.2,5.5,3.0,0.15,4.9,1
USR-2517,4,4,1,2,4,4,0,3,3,2,25,76.7,58.0,6.6,74.9,39.0,10.7,7.2,2.0,0.01,6.5,2
USR-2518,1,1,3,3,1,3,1,1,2,2,22,78.7,37.2,6.7,79.2,26.0,8.3,7.3,3.0,0.14,5.2,2
USR-2519,4,0,0,3,1,1,3,3,3,2,16,71.3,46.9,5.7,83.1,45.0,9.9,4.9,5.0,0.24,5.8,1
USR-2520,0,4,2,2,2,1,4,2,2,3,18,78.2,65.9,6.9,77.5,49.0,8.7,6.1,2.0,0.11,5.3,1
USR-2521,4,3,2,3,1,3,3,1,1,3,24,76.6,65.4,6.8,78.6,47.0,10.6,7.0,2.0,-0.06,6.8,2
USR-2522,2,4,3,4,1,3,2,1,1,3,24,81.4,47.7,5.3,67.6,29.0,10.0,6.2,2.0,-0.05,6.0,2
USR-2523,1,3,3,2,4,2,2,2,2,1,18,71.7,57.1,5.7,78.1,43.0,8.8,7.2,4.0,-0.06,4.0,1
USR-2524,2,3,2,2,2,2,3,3,4,1,20,74.5,62.3,5.9,76.0,42.0,9.3,6.5,4.0,-0.07,6.0,1
USR-2525,1,2,3,3,4,3,3,0,0,2,17,76.4,61.1,7.6,84.4,56.0,9.4,4.5,4.0,0.17,3.8,0
USR-2526,2,3,3,3,3,2,3,3,1,1,16,75.2,57.0,5.5,69.9,51.0,10.8,5.3,4.0,0.25,2.8,1
USR-2527,2,4,2,0,2,3,2,3,4,0,24,78.9,46.1,7.1,68.7,49.0,7.2,6.9,2.0,-0.25,6.6,2
USR-2528,3,3,3,4,2,1,4,3,1,2,16,72.7,47.5,7.4,88.7,22.0,9.0,6.9,4.0,-0.1,3.8,0
USR-2529,2,1,1,0,0,4,2,3,3,2,24,73.7,51.9,6.2,61.8,25.0,9.7,6.6,2.0,-0.46,5.8,3
USR-2530,2,1,0,3,4,3,3,1,1,3,15,80.1,60.5,6.0,84.8,56.0,8.0,5.2,4.0,-0.1,4.7,1
USR-2531,3,1,1,3,2,3,1,3,3,2,20,80.9,51.5,6.1,73.5,44.0,6.2,6.8,3.0,-0.11,4.5,1
USR-2532,3,1,1,4,2,2,2,4,2,4,17,78.1,50.7,7.6,80.5,39.0,9.2,4.9,3.0,0.0,3.3,1
USR-2533,1,2,2,0,2,1,4,3,1,3,17,66.9,51.5,8.0,86.3,35.0,8.4,4.1,4.0,0.03,5.6,1
USR-2534,2,2,4,3,2,2,0,3,3,0,21,75.4,58.7,5.8,77.7,46.0,8.1,6.3,4.0,-0.27,5.4,1
USR-2535,1,3,3,2,1,3,2,3,3,2,23,78.5,58.3,7.4,81.9,10.0,9.5,5.5,4.0,-0.45,6.9,1
USR-2536,1,2,3,2,2,3,2,2,3,3,23,70.5,48.6,7.0,72.3,44.0,9.1,8.6,3.0,-0.06,6.4,2
USR-2537,3,3,2,0,3,2,3,3,3,3,23,84.6,47.8,6.5,72.9,35.0,7.4,6.1,5.0,-0.06,6.4,2
USR-2538,1,0,2,3,3,3,2,4,2,2,14,79.5,55.7,6.7,85.4,38.0,8.2,5.5,4.0,0.3,4.1,0
USR-2539,2,0,2,2,2,3,1,0,2,2,22,89.6,60.0,6.1,73.3,41.0,10.0,5.1,5.0,0.1,5.8,2
USR-2540,3,1,1,1,2,0,4,4,3,2,15,67.9,61.5,8.6,83.7,38.0,7.6,6.1,4.0,0.23,5.1,0
USR-2541,1,2,0,3,4,2,3,1,3,1,14,72.8,65.4,7.4,87.4,45.0,8.4,4.7,4.0,0.2,4.6,0
USR-2542,3,1,3,3,0,3,1,2,3,4,27,90.2,49.1,7.2,76.1,29.0,10.2,6.3,3.0,-0.03,6.3,2
USR-2543,1,2,4,3,4,2,1,4,3,2,18,74.5,55.0,7.1,70.6,49.0,10.0,5.1,4.0,0.34,5.2,1
USR-2544,4,2,1,4,1,3,4,3,1,0,15,70.3,51.9,6.8,79.0,45.0,8.1,3.6,4.0,0.01,3.7,0
USR-2545,2,3,0,2,3,2,1,4,1,1,15,63.8,53.3,7.7,82.2,20.0,9.2,4.6,3.0,0.3,3.9,0
USR-2546,3,0,3,4,3,4,3,4,1,4,17,80.5,67.8,8.7,78.0,24.0,8.2,5.7,4.0,-0.03,5.1,0
USR-2547,2,3,1,4,2,0,2,2,4,3,19,76.5,50.4,6.3,78.1,26.0,11.2,3.8,2.0,0.07,4.5,1
USR-2548,0,3,3,2,4,2,4,3,3,3,17,71.2,55.5,7.7,80.7,46.0,8.0,6.1,4.0,0.3,4.7,1
USR-2549,3,3,3,1,1,0,3,2,2,3,23,81.5,42.2,6.6,72.1,41.0,8.6,5.6,3.0,-0.14,6.2,2
USR-2550,4,4,4,2,2,1,3,2,1,3,24,81.8,40.3,5.2,73.0,53.0,9.5,6.2,4.0,-0.31,5.8,3
USR-2551,3,0,2,2,2,2,0,2,1,2,20,78.3,48.8,5.6,71.1,25.0,8.1,3.3,3.0,-0.09,5.8,2
USR-2552,3,1,3,3,3,1,4,3,4,1,16,72.9,73.5,6.7,77.6,58.0,6.9,5.2,3.0,-0.07,4.0,0
USR-2553,4,4,2,3,1,4,2,2,4,1,27,91.7,51.5,6.4,64.1,6.0,10.9,5.3,4.0,-0.42,7.5,3
USR-2554,1,2,3,3,3,4,4,3,1,3,17,74.2,54.5,7.7,79.8,41.0,4.9,4.8,3.0,0.33,4.7,1
USR-2555,1,3,2,2,2,2,2,3,3,2,20,85.6,63.7,5.5,76.0,40.0,8.1,3.9,2.0,0.11,5.4,1
USR-2556,3,3,1,1,1,3,3,0,2,2,25,84.7,47.5,6.8,68.7,35.0,8.1,5.2,3.0,-0.29,5.6,2
USR-2557,2,3,2,4,3,2,0,3,2,2,19,78.4,67.1,6.7,86.7,35.0,9.0,5.2,3.0,-0.17,4.8,1
USR-2558,3,4,2,2,0,3,3,2,3,3,27,83.1,63.9,6.1,70.5,31.0,7.4,6.1,3.0,-0.39,6.9,2
USR-2559,4,4,3,4,2,3,2,2,3,0,23,85.0,59.5,7.0,76.2,19.0,10.1,6.8,3.0,-0.23,6.7,2
USR-2560,2,3,3,1,0,0,2,3,3,0,21,78.9,54.5,8.1,73.1,47.0,9.9,3.8,4.0,0.2,5.2,1
USR-2561,1,2,3,4,2,3,1,2,0,3,19,72.0,61.8,7.1,75.7,42.0,6.9,5.3,3.0,0.01,5.9,1
USR-2562,3,4,1,0,3,3,1,4,2,1,22,74.4,52.6,5.5,77.1,40.0,9.5,5.7,3.0,0.37,5.1,2
USR-2563,1,0,3,1,2,2,1,3,2,3,20,79.6,40.3,6.6,75.3,34.0,9.6,5.0,3.0,-0.01,5.5,1
USR-2564,3,1,2,0,2,4,2,2,2,2,24,76.5,44.8,7.1,74.0,29.0,10.7,5.1,3.0,-0.24,5.7,2
USR-2565,2,4,4,3,2,4,4,3,2,4,24,80.7,42.4,7.1,78.0,39.0,7.8,7.1,2.0,0.07,7.3,3
USR-2566,3,1,4,4,1,2,2,0,2,3,24,86.3,44.6,6.9,71.4,52.0,7.7,8.0,4.0,-0.45,7.2,2
USR-2567,0,1,0,2,2,3,3,0,2,2,17,76.4,73.1,6.6,72.6,24.0,10.4,3.4,4.0,0.13,4.8,0
USR-2568,3,1,3,4,4,4,0,0,2,3,24,77.4,59.0,5.3,66.4,16.0,8.6,5.1,3.0,-0.36,5.7,2
USR-2569,2,4,0,3,4,2,3,2,3,1,16,81.0,63.5,7.6,87.2,45.0,7.8,4.0,4.0,-0.32,3.2,0
USR-2570,3,2,2,3,1,2,2,1,3,2,23,82.9,57.7,5.5,79.4,30.0,10.2,5.6,2.0,-0.11,6.2,2
USR-2571,1,3,2,4,0,1,4,4,3,3,17,80.0,43.6,7.6,82.5,42.0,7.1,6.4,2.0,0.26,4.8,1
USR-2572,3,1,1,2,4,4,4,2,1,3,17,63.5,64.6,7.6,77.1,41.0,8.2,5.7,4.0,0.13,5.3,0
USR-2573,4,3,3,2,2,3,2,3,2,2,24,82.7,57.5,6.0,67.3,40.0,10.7,5.8,3.0,-0.1,4.9,2
USR-2574,1,3,0,4,2,1,3,1,0,1,12,74.7,47.1,7.4,81.6,43.0,6.1,4.5,4.0,-0.28,3.7,0
USR-2575,0,2,1,4,3,4,1,2,1,3,17,83.4,64.9,7.2,78.8,26.0,7.9,4.8,4.0,0.06,5.0,1
USR-2576,0,2,3,4,2,3,3,2,1,1,15,65.8,49.9,6.7,75.1,34.0,6.9,5.6,4.0,0.12,3.5,1
USR-2577,3,1,3,4,2,4,0,3,0,3,21,84.4,38.0,5.6,68.9,34.0,8.2,6.5,4.0,0.09,5.6,2
USR-2578,3,4,4,1,4,0,2,2,3,3,24,89.2,60.6,6.4,65.3,18.0,11.0,6.6,3.0,-0.33,5.5,1
USR-2579,2,3,3,3,3,2,1,2,4,2,23,70.0,43.2,6.5,78.0,34.0,11.1,3.7,1.0,0.08,5.2,2
USR-2580,1,4,3,2,1,3,3,3,1,0,19,79.0,50.5,7.9,71.7,39.0,9.2,5.4,4.0,-0.07,4.6,1
USR-2581,2,2,2,4,1,2,2,3,3,1,18,78.8,65.4,6.3,80.0,35.0,9.3,5.1,4.0,0.0,4.6,1
USR-2582,3,3,0,2,1,3,3,0,1,4,24,79.4,47.6,7.3,72.0,36.0,10.2,7.0,2.0,-0.01,7.1,2
USR-2583,2,3,1,2,3,3,2,3,3,3,21,75.9,52.3,5.7,79.2,17.0,8.3,5.9,2.0,-0.27,5.2,2
USR-2584,4,3,2,2,2,2,0,3,3,3,26,86.1,45.9,5.1,74.2,19.0,10.2,6.8,3.0,-0.02,5.8,3
USR-2585,1,4,3,2,0,4,3,3,4,2,26,79.7,50.3,6.0,71.3,17.0,8.3,5.8,4.0,-0.45,7.2,3
USR-2586,3,2,2,0,4,1,3,2,1,3,19,75.5,54.4,6.1,78.4,49.0,7.7,6.3,1.0,0.16,5.9,1
USR-2587,2,1,3,4,1,1,4,2,2,2,16,78.1,60.9,6.0,79.4,70.0,8.3,6.2,4.0,0.07,5.1,1
USR-2588,2,3,2,3,0,0,3,1,0,3,19,85.4,52.2,8.4,74.7,28.0,7.6,3.7,3.0,-0.0,6.1,1
USR-2589,3,3,0,1,1,2,3,4,2,2,19,79.3,59.1,6.5,82.7,36.0,7.3,4.1,3.0,-0.58,5.2,1
USR-2590,3,3,1,3,1,2,3,2,4,3,23,80.8,53.8,8.3,72.6,26.0,8.6,6.6,3.0,-0.21,6.0,1
USR-2591,4,1,3,3,2,3,1,4,3,3,23,77.5,66.4,5.7,74.3,37.0,10.8,5.7,2.0,-0.13,5.3,1
USR-2592,1,2,3,2,4,3,1,2,3,2,21,73.3,50.7,5.3,69.2,29.0,11.0,6.7,4.0,0.28,6.6,2
USR-2593,1,2,4,1,4,2,0,1,2,3,24,86.5,48.5,7.4,75.4,36.0,9.6,6.2,2.0,-0.13,6.0,2
USR-2594,3,2,1,4,2,3,2,2,4,2,21,77.6,55.7,6.1,73.2,44.0,9.8,6.3,4.0,-0.16,5.2,1
USR-2595,3,3,4,3,2,0,2,0,2,1,22,85.0,60.2,6.7,73.1,21.0,8.6,5.0,4.0,0.11,5.4,1
USR-2596,1,3,1,2,2,1,4,4,1,0,11,68.0,57.5,6.5,79.6,51.0,5.2,4.7,3.0,0.17,3.8,0
USR-2597,0,1,0,3,1,3,2,3,3,3,17,71.6,59.6,7.0,78.6,19.0,7.5,5.5,3.0,0.3,4.7,1
USR-2598,0,2,4,0,0,3,3,3,1,4,24,83.1,29.9,5.3,64.0,30.0,9.2,5.3,3.0,-0.07,6.3,3
USR-2599,4,1,2,2,4,3,3,3,0,3,17,74.5,56.6,7.0,82.7,37.0,8.7,6.1,5.0,-0.09,4.4,1
USR-2600,1,1,3,1,1,2,1,3,1,3,21,72.3,62.3,6.3,76.1,34.0,9.0,3.7,3.0,0.16,5.3,1
USR-2601,2,3,1,1,1,3,0,4,3,1,23,89.2,45.4,6.7,72.4,30.0,9.1,6.1,3.0,0.03,5.8,2
USR-2602,1,4,3,3,2,3,2,1,3,0,22,76.1,53.9,7.1,67.8,29.0,8.6,4.5,3.0,0.12,6.8,2
USR-2603,2,2,4,4,2,4,3,3,1,2,19,81.3,52.0,7.0,79.9,35.0,9.3,4.4,4.0,-0.01,3.6,1
USR-2604,0,3,2,2,0,1,4,3,3,4,20,81.7,48.1,7.1,73.8,40.0,7.4,6.5,4.0,0.12,5.6,1
USR-2605,2,4,3,1,1,2,2,4,3,4,26,76.5,55.3,6.1,79.0,34.0,10.9,5.2,3.0,0.2,7.4,2
USR-2606,0,4,1,3,2,3,4,3,4,1,17,69.9,50.4,6.7,81.7,42.0,7.8,4.0,3.0,0.12,3.1,1
USR-2607,3,1,3,4,3,4,2,4,3,3,20,76.0,57.3,7.1,84.7,31.0,11.5,6.1,4.0,-0.08,5.2,1
USR-2608,1,4,2,3,1,1,3,3,3,3,20,73.2,57.5,6.7,77.7,50.0,8.6,4.4,1.0,0.31,6.0,1
USR-2609,2,2,1,4,2,2,3,1,3,0,16,82.6,53.2,7.0,85.4,60.0,7.8,6.0,5.0,0.25,3.8,1
USR-2610,4,2,2,2,2,2,0,2,1,2,23,79.1,52.5,6.8,77.1,19.0,8.8,6.5,3.0,-0.18,6.1,2
USR-2611,3,0,1,3,4,2,0,3,2,3,17,79.3,51.3,6.2,77.0,43.0,8.0,4.3,4.0,0.44,3.9,1
USR-2612,2,2,4,1,2,1,0,3,2,1,22,81.8,56.7,7.7,76.4,30.0,10.0,6.7,5.0,-0.3,5.7,1
USR-2613,2,1,2,2,1,0,2,0,0,4,20,78.8,44.5,6.6,72.8,49.0,8.9,3.6,3.0,0.11,6.3,2
USR-2614,2,1,1,2,2,3,3,2,2,1,17,75.1,56.0,7.1,89.6,41.0,9.7,5.6,5.0,0.32,6.0,1
USR-2615,3,2,2,2,3,2,1,1,2,0,20,83.7,53.0,6.7,76.5,38.0,9.6,4.3,4.0,0.21,5.5,1
USR-2616,4,3,2,4,1,1,3,4,1,1,16,69.9,68.9,7.6,80.1,48.0,8.4,4.5,4.0,-0.06,3.4,0
USR-2617,3,4,3,4,2,2,2,1,1,3,23,88.8,52.4,6.8,76.7,31.0,9.9,5.4,4.0,-0.34,5.6,2
USR-2618,2,2,4,1,0,0,3,3,2,2,21,71.9,61.4,6.6,70.8,57.0,10.6,6.9,2.0,0.02,4.0,1
USR-2619,3,4,2,1,0,4,3,1,3,3,30,90.2,46.9,7.0,76.1,32.0,11.3,6.2,1.0,-0.16,7.1,3
USR-2620,2,4,4,2,2,3,3,2,3,2,25,74.8,53.1,3.7,68.1,43.0,10.1,6.0,2.0,-0.37,7.1,3
USR-2621,0,3,3,2,2,3,2,4,2,2,19,75.0,53.6,7.8,71.5,36.0,9.4,4.9,4.0,0.09,3.9,1
USR-2622,3,1,1,3,4,2,2,1,2,3,18,76.2,65.7,7.7,77.7,38.0,7.3,4.3,3.0,-0.23,4.7,1
USR-2623,4,3,3,4,3,4,3,0,2,2,24,78.6,47.2,4.9,67.6,43.0,12.7,5.0,2.0,0.09,5.4,3
USR-2624,1,4,2,4,2,2,1,0,1,3,22,78.3,38.7,7.3,83.3,44.0,9.9,6.1,3.0,-0.17,7.1,2
USR-2625,3,3,3,3,2,3,2,2,1,1,21,71.4,52.0,7.5,75.1,21.0,9.9,5.6,4.0,-0.06,5.8,1
USR-2626,1,2,4,3,2,2,1,3,3,3,22,74.3,56.1,7.0,59.4,37.0,9.3,6.5,3.0,0.11,6.4,1
USR-2627,2,2,2,2,0,3,3,2,2,3,23,82.6,38.4,5.2,75.7,40.0,6.7,5.6,3.0,0.06,6.1,2
USR-2628,0,3,4,1,4,3,3,3,3,4,22,79.4,45.4,7.1,78.3,34.0,9.0,5.5,4.0,0.03,6.3,2
USR-2629,2,2,3,2,4,1,3,0,3,1,19,73.2,46.4,7.6,75.6,43.0,8.9,6.1,4.0,0.24,5.9,1
USR-2630,3,1,2,2,1,1,2,4,1,3,18,82.4,63.8,6.5,71.7,39.0,7.7,4.9,3.0,0.14,4.9,1
USR-2631,2,2,3,3,1,3,1,3,2,2,22,73.2,65.9,6.9,75.0,8.0,8.3,4.3,3.0,0.23,5.3,1
USR-2632,3,3,2,1,1,2,4,4,2,2,20,75.7,53.3,6.5,74.6,22.0,8.6,6.3,4.0,-0.34,4.5,1
USR-2633,3,4,4,2,3,0,2,4,2,1,19,74.1,60.5,7.5,72.9,50.0,9.8,4.7,4.0,0.02,6.4,1
USR-2634,4,1,3,2,3,2,2,2,2,1,20,80.6,59.0,6.5,71.7,35.0,10.5,5.6,3.0,-0.02,5.9,1
USR-2635,1,4,0,4,4,2,3,2,4,3,17,75.1,71.2,6.5,80.0,43.0,8.8,4.5,5.0,0.05,2.8,0
USR-2636,2,2,2,2,3,3,1,3,3,3,22,78.7,47.3,6.5,80.0,35.0,8.6,4.8,3.0,0.04,5.5,2
USR-2637,1,3,3,3,2,0,1,1,4,2,22,70.0,50.7,5.5,77.8,25.0,8.9,3.9,4.0,-0.02,6.0,2
USR-2638,4,3,0,3,3,2,2,2,0,3,18,80.1,54.8,6.8,69.9,34.0,8.8,5.6,3.0,0.22,6.2,1
USR-2639,4,3,0,1,3,3,1,1,1,0,21,77.3,54.4,7.0,79.3,40.0,9.4,2.2,4.0,-0.27,4.6,1
USR-2640,2,4,2,3,2,3,1,2,0,3,22,79.8,72.5,7.3,79.4,40.0,9.8,7.0,2.0,0.4,6.0,1
USR-2641,4,2,2,4,2,2,4,2,1,4,19,72.9,56.5,7.0,84.7,65.0,8.3,6.4,5.0,-0.05,4.7,1
USR-2642,2,4,2,2,3,4,2,1,2,3,25,77.3,41.9,5.2,68.5,26.0,10.4,5.2,1.0,-0.09,5.4,3
USR-2643,3,1,1,4,2,2,2,0,3,2,20,85.0,45.8,7.8,76.7,58.0,9.5,7.1,2.0,-0.04,6.3,1
USR-2644,0,3,1,1,3,2,3,3,2,3,17,66.0,68.8,8.2,82.1,31.0,8.1,7.2,4.0,0.11,3.8,0
USR-2645,3,3,3,0,3,4,4,0,4,2,28,79.2,38.1,6.1,68.4,34.0,8.1,6.2,2.0,-0.35,7.7,3
USR-2646,1,3,2,4,3,4,1,4,4,4,22,86.7,57.8,6.0,78.3,37.0,8.2,6.2,3.0,-0.02,4.4,2
USR-2647,3,1,1,4,3,2,3,1,1,2,15,76.3,55.8,6.8,80.6,42.0,10.1,5.0,3.0,0.27,3.8,0
USR-2648,3,4,2,4,2,1,3,3,4,3,21,76.7,43.6,6.5,72.0,36.0,7.1,7.1,3.0,-0.51,5.9,2
USR-2649,3,1,3,3,3,2,1,2,2,0,18,82.0,62.3,7.1,74.7,32.0,10.3,3.9,4.0,-0.01,5.4,1
USR-2650,0,0,0,4,2,0,2,0,2,3,13,73.6,58.7,7.1,88.5,56.0,5.9,4.4,4.0,0.14,4.1,0
USR-2651,2,3,1,3,1,0,2,2,3,2,19,77.8,59.7,6.2,72.8,29.0,7.9,6.3,4.0,0.49,5.8,1
USR-2652,1,2,0,4,0,2,3,2,0,3,15,74.3,65.2,8.0,74.9,47.0,7.8,5.7,4.0,0.32,4.0,0
USR-2653,2,4,3,3,2,4,1,4,4,3,26,85.1,51.9,6.4,74.2,40.0,12.0,6.2,2.0,0.12,7.6,3
USR-2654,0,2,3,2,3,4,2,3,3,4,22,81.8,50.4,5.7,75.3,52.0,9.3,7.1,4.0,0.05,6.0,2
USR-2655,4,1,3,4,4,2,3,0,4,3,22,90.2,58.0,6.8,68.9,47.0,9.0,6.0,2.0,-0.04,6.3,1
USR-2656,2,3,3,2,2,3,2,1,4,1,25,80.9,41.4,6.4,70.7,39.0,8.6,6.2,1.0,-0.08,6.6,3
USR-2657,2,2,3,2,2,0,4,2,2,3,18,74.9,37.9,6.4,74.4,32.0,9.3,5.9,2.0,0.28,5.2,2
USR-2658,2,1,2,2,1,1,4,1,0,1,15,66.9,66.9,8.1,77.5,34.0,7.6,4.8,3.0,0.5,3.4,0
USR-2659,2,3,3,3,0,0,2,2,1,3,21,78.1,55.1,6.8,88.9,23.0,8.9,5.7,3.0,0.03,4.7,1
USR-2660,3,2,0,2,3,3,4,4,2,4,17,84.2,53.9,6.8,77.7,26.0,8.1,4.3,1.0,-0.03,4.2,1
USR-2661,2,3,3,0,1,1,0,2,1,1,24,85.9,38.2,6.3,69.6,33.0,10.5,8.9,3.0,0.06,6.5,2
USR-2662,4,2,3,4,3,4,0,3,3,4,26,80.0,31.2,6.6,82.6,22.0,10.8,5.8,2.0,-0.35,6.1,3
USR-2663,2,3,2,2,3,3,2,3,2,3,21,78.5,54.2,6.6,80.7,51.0,8.1,6.4,3.0,0.05,5.2,1
USR-2664,4,3,2,3,2,1,3,4,4,2,20,71.0,68.2,6.7,80.6,31.0,8.2,7.4,2.0,0.14,5.2,1
USR-2665,4,3,1,1,4,1,3,1,3,2,21,73.5,52.6,7.5,72.1,38.0,8.3,4.3,5.0,-0.05,6.6,1
USR-2666,1,1,3,0,2,3,2,3,1,2,20,78.2,52.1,5.6,83.0,34.0,9.2,6.1,3.0,-0.18,5.7,2
USR-2667,4,3,3,1,2,4,1,4,2,4,28,82.0,44.8,5.0,75.1,12.0,11.3,6.5,2.0,-0.33,5.8,3
USR-2668,1,3,4,3,4,3,1,1,2,1,21,73.2,71.2,7.3,77.0,49.0,9.4,7.4,3.0,-0.09,5.6,1
USR-2669,3,3,2,0,4,2,4,2,2,3,21,80.8,59.8,8.6,67.7,45.0,6.5,4.7,4.0,-0.24,5.2,1
USR-2670,2,2,3,4,1,3,4,4,2,0,15,72.7,53.8,7.9,80.7,53.0,9.2,4.1,3.0,0.07,4.0,0
USR-2671,4,4,3,1,0,2,3,3,0,1,23,72.3,51.5,8.0,83.4,41.0,7.8,5.8,2.0,-0.38,5.9,1
USR-2672,4,3,4,1,0,4,3,2,3,3,31,76.7,43.9,5.4,69.9,16.0,9.8,6.4,2.0,-0.21,8.5,3
USR-2673,3,1,2,1,2,3,3,3,2,2,20,74.6,46.5,6.2,75.1,29.0,9.2,5.0,3.0,0.07,4.6,1
USR-2674,3,2,2,0,4,3,1,2,3,4,26,74.8,53.6,6.6,71.4,36.0,9.8,8.3,3.0,-0.13,6.7,2
USR-2675,2,4,3,3,2,2,2,2,3,2,23,70.8,44.7,7.3,74.0,53.0,10.5,6.0,4.0,-0.17,6.1,2
USR-2676,0,0,3,4,2,3,3,2,1,2,14,77.9,50.4,6.2,77.5,49.0,7.4,4.0,4.0,0.13,3.8,0
